amount,device_risk,v1,v2,target
47.734790646936844,0.031724235715680955,-0.03486325408548587,2.1151691570430904,0
9.506911615110658,0.0811170745877302,0.6097796339726784,0.2177815128199371,0
81.49498095430717,0.01573331610786675,0.26055687250452786,-0.05367810523701921,0
102.37859521680298,0.4597090578620009,0.6778074173271814,0.8629366059851313,0
3.1859731170517582,0.22670441721810652,-0.26796180775499273,0.6962155518302443,0
6.94057477549108,0.025008486008239853,1.4981806301764926,-0.577660814366683,0
38.606030073894956,0.07844258642688379,0.778944191772826,2.3020600734300767,0
22.65790707376001,0.22008789609792642,0.5425265905148402,-0.024383352293952932,0
32.45448385631753,0.038669487851912064,0.4937052337068637,0.2363753203557955,0
11.897725970156708,0.021093384424390536,1.1572813074935637,0.551348587286132,0
95.13315766606324,0.35196127525664306,1.0216877869354895,0.3458723676129533,0
84.2130858033845,0.1848917665456422,-0.11277205354628778,1.5253976688745898,0
35.84617393467926,0.024889163804981712,0.9903103808232961,-0.5899087391299694,0
128.0844034242346,0.031407523872297144,0.17405224004204453,0.783382248852705,0
58.03296497351473,0.04789513500982388,1.9169267915003285,0.164568445384979,0
11.808847569478527,0.11917010351312317,1.0977278110469655,0.9827231951095236,0
51.547357121727515,0.28671419275625887,-0.6256093185616934,-0.21498544996827815,0
10.478660742757244,0.013743365712769547,2.3307106894502656,-0.35041535615312086,0
95.02503294454745,0.020368744058407707,-2.1020398359898294,0.7320734874260121,0
31.189731024737505,0.08832563527730562,0.6373547406690422,0.3579932570899805,0
26.5270552166079,0.45677498332340083,-0.6962473294452859,-0.8202943023252682,0
14.627225415659453,0.3117505080361731,1.8821802936730196,1.3456122864142581,0
143.60257761365446,0.004972310031028023,0.2528060652952868,0.7325093751084598,0
27.51041393455619,0.005245214150946952,-0.7937954650871212,-0.07420419049605342,0
19.806429622649524,0.2333535367394881,-0.2664947122195833,-0.4682311117311159,0
21.702766467758664,0.7672396390350179,-0.7139314586655916,0.3641308968735852,0
62.725685613810384,0.6390431876410526,-0.30577697857007885,0.6604852240267834,1
51.34321921102291,0.24944327994616466,-0.3286476158895048,-1.5940750739708296,0
54.34100692501802,0.06688674253065145,-0.7511558687010546,0.3756809225228319,0
55.53343121340895,0.02860152570746418,0.270063811582624,0.6525547024135345,0
432.67078240568173,0.06074244887658822,0.3912241634067323,-2.3524485999677713,0
20.334154914874105,0.16714635757040353,-0.9963063912759672,0.19618965874528982,0
17.909095729762814,0.011447026170926314,-1.6582687630439978,0.6946091343955793,0
12.471832805817352,0.2231148612560745,0.3109564521495716,0.5808783142645458,0
69.35063527177812,0.22975556685897447,0.5319205511195337,0.8024483547808251,0
128.35075007290723,0.01611501609278191,0.7302167619612338,-0.32756659201824834,0
28.883284905285223,0.009601075914623267,0.5511743815941278,-1.0399064346754558,0
