num1,num2,num3,cat,target
11.523585398772157,0.8943263819732726,4.783446438534451,A,12.396567892402121
4.800079468797522,1.1773964286166256,-5.224293412826335,A,2.1013365770703833
13.752255979032286,1.5564520723215198,3.428070483460637,B,10.029814898492953
14.70282358195607,1.7139846938155354,-4.897506878847322,A,9.314750458980305
0.24482405673081864,2.6762024500781547,0.22287526859886242,A,-0.545299704543982
,2.401251181419689,8.972929358323842,B,3.096466178086994
10.639202015836426,1.091756734252492,-2.3738492308713095,A,8.012783659909358
8.418787038282089,5.136147879142538,7.514769719264155,C,4.902304429073516
9.915994212478555,1.1381265011176553,9.738891624077894,B,10.25357837132182
5.7347803621321,0.5381377628301716,7.497016976103264,C,8.25071037072465
14.396989874314142,1.954288755202167,-6.682679405533143,C,6.109789191684568
13.888959677144742,3.669935298507689,6.393164390703262,C,10.541939042513048
10.330153487806081,0.6254567514046543,-9.357012097988775,B,2.0466355931906737
15.636206034840164,1.789796143941219,-2.133962326013843,B,8.348694972361413
12.337546711260227,0.7989436325898717,7.414667466357276,C,12.748079180065986
5.703537685583809,0.06586717904740444,3.775044255198397,A,8.177952956976155
11.843753920412494,0.5562835287443867,0.6548085467575611,C,9.747809175858144
5.205586995855006,2.341844635678244,-2.24271949834759,A,2.2371360133987905
14.392251506536363,2.8106628421833713,6.245938929405721,A,12.72517473577341
9.750370445068736,0.5296395908454897,4.191168078964418,A,11.508878963296258
,1.9902325463474662,-0.6318936076865338,A,6.583655987609499
6.595352277980293,1.1218820832578087,7.849686744193196,A,9.691051761771455
16.11270669337015,1.857000854592441,-5.401039643627352,C,8.660235626884848
9.22735258965599,0.07788746284308208,-6.592169816827502,A,5.856824205317963
7.858360889184464,0.31461766258539675,2.856075286671631,C,7.699494736060068
8.239332247558853,0.4340052930722588,9.439886854035407,B,9.862273403580883
12.661545927766744,0.6842700650781512,-5.054868533864594,C,7.636886089035776
11.827220321820391,1.0955046436839886,-5.00659242132347,B,4.968591909968368
12.06366305797994,1.1398539490658424,-7.210023040756202,A,6.750036486907663
12.154105015039413,1.115544667274251,7.211271105472644,A,14.082743095808816
20.708238004352307,0.279289929363926,-5.472049191773318,B,12.653717678775442
7.967924918076922,5.7803370146672854,0.06357053449775663,C,-0.2816759509641952
7.438786354642313,0.8386401826114178,9.817449560044093,A,11.982215312032592
5.931136358760611,1.6060415361859492,-9.757181981559128,B,-3.2077464408229197
13.079897112877479,3.9684853876659956,1.129721810215882,C,6.830291743570045
15.644861463604459,0.27377567970409716,0.24578085409891592,C,12.764755256766643
9.430262711725625,1.6741153903491994,6.148947528203095,B,7.709987130485851
5.799217615187359,0.9956150611695348,-2.894369208944461,A,4.021072107275508
,3.3569647581790725,-1.7931728220191694,A,1.1625249622463105
13.252963939123505,1.3181205105059102,-6.641240388022727,B,4.735784687021384
13.71627085601721,0.8650198281981208,4.816304632715733,B,11.471575797793744
12.715771341525976,0.026686667910058803,5.694178183762965,A,15.076867833277884
6.672451463556529,5.404052847953485,-7.266733584423395,A,-2.8007862281523725
11.160806615333598,0.22815264936217083,-2.1308585202335646,B,6.917865191301572
10.58342904570364,1.9554226934643724,7.85809990725366,C,10.611560583856827
11.093442983645065,0.7420387182553426,-9.945854526484258,A,5.098915321806134
,6.5903679387807275,-4.0248185875473546,B,0.7737626702923246
11.11797774387341,0.3330551970957457,1.1008457010509538,A,11.11765740904863
13.394567815359474,5.420110685178496,-3.3181228068009343,A,4.372856475990076
,8.27221202683436,-4.559096216446612,B,-5.423553745224897
11.445596993449922,0.6319290942555067,-0.7992503019357482,A,9.90311335028184
13.156441129192702,0.22326676333072606,-6.369537837806125,A,9.224652973630452
2.714220900721668,2.1258906374444124,0.592504819189676,C,0.34594109895531666
8.401643918213493,0.6117048233527262,4.133918426264518,A,10.214464234136127
7.648136728536023,0.7841207606010666,1.5058990525700438,A,7.960259631576616
6.80561075878329,2.70560236031819,-8.137813382829382,C,-1.1135277027174493
8.62428874386658,4.238302751836648,6.888172283311466,B,4.198510493120888
17.47470655617198,1.8599091977025235,-6.500443250250236,A,10.591175547882978
5.670844421533784,3.285287493700422,5.296240012222572,B,2.3436275638048785
14.841391772957405,0.2442988954972654,-2.7886977844829914,B,9.48592622605395
1.5856511419209767,5.007991902007847,5.655226961122047,A,-0.2547833495784673
8.325574850071126,0.27544331391763,-5.874541931893084,B,2.300975282498572
10.813765325525027,0.2388383718180318,-6.266757926091405,B,4.400730472270383
12.931111656796391,0.610688807307668,-0.05948307565035549,A,11.891500514798464
13.556132898964275,1.4989534353400042,-9.34127970603279,C,4.923536646275438
13.966736175999626,0.36493997546223206,-5.494053224353332,B,6.92989352518406
8.256374638757812,5.15408320101025,4.480245043686965,C,3.3117460653723216
,0.5045507885300885,6.7476695661085095,A,11.092707201206217
14.28987940628577,4.290807088748189,-8.384292721243792,A,4.018856322175432
9.043478375591926,4.993266112848733,7.641554188762086,C,5.629701921871614
3.6215683833103904,1.1373936570465608,5.95034408106358,C,5.243659811206624
4.3335639299825965,4.494176613724764,7.393685914139308,A,4.148773963240905
5.402738569991944,3.3295930547631563,3.9685710915767984,C,2.959485727913225
12.48580372026882,1.04416668482738,3.4830613458792943,A,12.486001406694966
10.712128680352826,3.3548104305569937,0.5018646668972764,B,3.7840477258549248
,2.3049720969945047,3.0557444898262993,A,11.635326456229542
7.863736768317329,0.6628853241559147,8.382193291332104,B,8.663489102836929
10.79269845538357,7.434467029200443,-7.989559971665832,C,-3.744053556762113
13.127951969836683,1.9418046001125588,-3.684710443078176,C,6.618265581289014
8.453267301398808,3.734329964438938,-8.550900528082563,C,-1.2346209409507274
12.283876187787058,1.128247177797869,8.896103438880768,A,14.693219110882852
,2.139673085487111,-1.0946906800122402,C,2.6509208410521397
8.184730767174642,0.5679680507804792,3.506889413523769,B,6.639186311735386
8.091310530008354,0.7333573608274907,6.822401290086429,B,8.402417612034636
4.020801772054802,2.868255172021633,9.820004961529772,C,5.100201095012302
12.434862403927909,4.06795020414274,-6.764350844154685,B,0.5509710933016172
7.652988298986381,8.199865847784727,5.990252114364573,B,-1.8324857044370395
10.062470593638437,1.3991113984843564,7.748457962734726,B,9.577051211619148
,0.05927225825094153,-9.022492462982488,B,3.7781442955300597
,0.36679455662584,5.081811203711467,C,12.186329235594787
13.326925544863931,0.38221673472906476,-2.9054935760689933,B,8.29639130801368
9.507572577452882,6.675494805083341,2.9719358294086398,B,0.19960862526494438
7.883508439779231,0.7471788025307602,0.28096392077729604,A,7.329477159307277
9.601408945468005,0.7789354664678539,-4.805154958267261,B,3.335443521044396
1.5633278302098503,5.421864521624051,-7.2955727599202795,C,-8.389870628527547
2.764437637884564,1.5829695989737782,-7.661055338215834,B,-4.349316028387678
3.3865019382279886,0.862958155892025,-7.933542845830166,A,0.0747807411613905
5.013765861992591,0.06309219892094456,2.755800802691555,B,4.390912788490561
11.998871133617182,0.19730338495901398,-2.9717829720092386,C,8.26848369833572
5.472604723199696,0.490595296892015,-5.667331235882552,A,3.1131206927677044
8.109187229803052,0.536174080085247,3.8377018541180608,A,9.623141275426603
16.496141488930327,1.2138522499940299,3.7369913153293375,B,12.402118649618288
8.21868014469287,1.8114780357046198,0.7833658471399545,B,3.4408716220874407
